Project Name;Capacity (MW);Type;Start year;Latitude;Longitude
Vallimunai wind farm;10;Wind;2014;9,3857;80,4061
Vidatamunai wind farm;10;Wind;2010;8,0567;79,8058
Egby wind farm;10;Wind;2012;56,8755;16,7988
Fjelie-Laxmans Åkarp wind farm;10;Wind;2019;55,7343;13,1225
Gärdslösa wind farm;10;Wind;2010;56,8017;16,7158
Granberg wind farm;10;Wind;2011;61,2127;13,8482
Gummaråsen wind farm;10;Wind;2010;57,0502;12,4921
Håcksta wind farm;10;Wind;2009;61,7664;17,3132
Hornberget wind farm;10;Wind;2007;65,085;18,5998
Källeberg wind farm;10;Wind;2010;58,1399;13,7048
Klinte wind farm;10;Wind;2009;57,3761;18,1798
Kulltorp wind farm;10;Wind;2009;57,2824;13,7562
Lerkaka wind farm;10;Wind;2013;56,7265;16,6947
Mittelstättan wind farm;10;Wind;2012;56,1291;14,2204
Råbelöv wind farm;10;Wind;2010;56,0696;14,1795
Skabersjö wind farm;10;Wind;2011;55,5235;13,1552
Skarhults wind farm;10;Wind;2009;55,8356;13,4368
Skutskär wind farm;10;Wind;2009;60,6534;17,3833
Sotared wind farm;10;Wind;2009;57,0094;12,4416
Stentjärnåsen wind farm;10;Wind;2010;62,3863;12,8679
Stora Istad wind farm;10;Wind;2007;56,9412;16,8268
Tavelberget wind farm;10;Wind;2010;60,8651;15,9706
Starwind wind farm;10;Wind;2020;23,924;120,3203
Lomligor wind farm;10;Wind;2019;8,3017;100,2379
Pak Phanang wind farm;10;Wind;2015;8,3412;100,2506
Bozcaada wind farm;10;Wind;2000;39,8334;25,9716
Elmali (Suryapi) wind farm;10;Wind;2017;36,2816;33,6458
Gökdag wind farm;10;Wind;2018;41,1344;30,288
Kalfaköy wind farm;10;Wind;2018;40,0902;27,7223
Karadag (Gama) wind farm;10;Wind;2012;38,7581;26,9176
Achlachan wind farm;10;Wind;2019;58,4489;-3,4546
Bambers Farm wind farm;10;Wind;2004;53,3213;0,2384
Beatrice Demonstrator wind farm;10;Wind;2007;58,2528;-2,8884
Bilsthorpe wind farm;10;Wind;2013;53,1417;-1,034
Boardinghouse wind farm;10;Wind;2015;52,5351;0,0606
Burton Pidsea wind farm;10;Wind;2014;53,7492;-0,1135
Cairnborrow wind farm;10;Wind;2017;57,4639;-2,8992
Carn Vean wind farm;10;Wind;2008;50,1799;-5,1875
Craig wind farm;10;Wind;2007;55,1641;-3,069
Denzell Downs wind farm;10;Wind;2015;50,4659;-4,9615
Earl'S Hall wind farm;10;Wind;2013;51,8092;1,1109
Glenurquhart And Strathglass wind farm;10;Wind;2013;57,2791;-4,7511
Haswell Moor wind farm;10;Wind;2010;54,7658;-1,4096
Hill Of Tillymorgan wind farm;10;Wind;2016;57,3441;-2,6104
Hook Moor wind farm;10;Wind;2016;53,8119;-1,3355
Lilbourne wind farm;10;Wind;2014;52,3942;-1,1669
Lochelbank wind farm;10;Wind;2011;56,3054;-3,4329
Lough Hill wind farm;10;Wind;2006;54,6343;-7,6052
Meikle Carewe wind farm;10;Wind;2013;57,0188;-2,2783
Neilston Community wind farm;10;Wind;2013;55,79;-4,42
Port Of Liverpool wind farm;10;Wind;2009;53,4496;-3,005
Reaps Moss wind farm;10;Wind;2015;53,7002;-2,1671
Sancton Hill wind farm;10;Wind;2012;53,8451;-0,6099
Seamer wind farm;10;Wind;2012;54,4942;-1,2778
St. Breock wind farm;10;Wind;2015;50,4956;-4,8213
Stonish Hill wind farm;10;Wind;2013;53,1511;-1,0146
Tullo South wind farm;10;Wind;2014;56,8274;-2,4049
Westfield wind farm;10;Wind;2013;56,1453;-3,2949
Wharrels Hill wind farm;10;Wind;2007;54,7231;-3,2746
Wolf Bog wind farm;10;Wind;2008;54,8041;-6,0951
Woolley Hill wind farm;10;Wind;2014;52,3398;-0,308
Andreson Wind Project;10;Wind;2014;33,0139;-103,865
Benson Creek wind farm;10;Wind;2017;44,4243;-117,277
Chopin wind farm;10;Wind;2016;45,8941;-118,474
Durbin Creek wind farm;10;Wind;2017;44,3527;-117,32
East Ridge wind farm;10;Wind;2006;43,9392;-95,9222
Exelon Wind 11 wind farm;10;Wind;2009;35,8082;-101,99
Fairfield wind farm (United States);10;Wind;2014;47,7233;-111,965
Fossil Gulch wind farm;10;Wind;2005;42,8544;-114,95
Georgia Mountain Community wind farm;10;Wind;2012;44,6654;-73,0732
Jett Creek wind farm;10;Wind;2017;44,4254;-117,274
Kingman wind farm;10;Wind;2011;35,1465;-114,069
Pilgrim Stage Station wind farm;10;Wind;2011;42,7864;-115,001
Prospector wind farm;10;Wind;2017;44,415;-117,262
PYCO Soaring wind farm;10;Wind;2008;33,5525;-101,8
Ralls wind farm;10;Wind;2011;33,6613;-101,386
Tuana Gulch wind farm;10;Wind;2011;42,8461;-114,969
Valley View wind farm;10;Wind;2011;43,8979;-96,0276
Willow Spring wind farm;10;Wind;2017;44,3808;-117,277
18 De Julio wind farm;10;Wind;2016;-33,6585;-53,5648
María Luz wind farm;10;Wind;2016;-34,3792;-56,542
Solis De Mataojo wind farm;10;Wind;2016;-34,6145;-55,4873
Villa Rodriguez wind farm;10;Wind;2016;-34,3808;-56,5387
Bir Rebaa Solar PV Plant;10;Solar;2018;31,2315;8,5711
Hassi Berkine Solar Plant;10;Solar;2022;31,6864;6,0651
Siwa Solar PV Plant;10;Solar;2015;29,1784;25,5154
Glae Solar Power Plant;10;Solar;2016;30,1982;35,7035
Oryx solar farm;10;Solar;2016;30,2160;35,6130
Shamsuna Solar Plant;10;Solar;2016;32,3507;35,3498
Sidrah 500 solar farm;10;Solar;2016;28,8253;47,7602
Kacst Solar;10;Solar;2010;28,4870;48,4570
BECO Jabad-Gelle Solar PV;10;Solar;2020;2,1177;45,2382
Elgordhab solar farm;10;Solar;2019;32,9205;10,4447
Gabes Solar Plant;10;Solar;2022;33,8878;10,1004
Qudran Feriana solar farm;10;Solar;2022;35,1703;8,4204
Masdar City solar farm;10;Solar;2009;24,4350;54,6108
Hoher Kölbling wind farm;11;Wind;2006;48,2743;15,6631
Fernelmont 2 wind farm;11;Wind;2018;50,5256;4,9271
Fosses-La-Ville / Mettet wind farm;11;Wind;2007;50,3701;4,6488
Geel West wind farm;11;Wind;2019;51,1228;4,9535
Bonaire wind farm;11;Wind;2013;12,2233;-68,3653
Sunbridge wind farm;11;Wind;2001;50,0871;-108,412
Henan Lankao Dongbatou Distributed wind farm;11;Wind;2018;34,9205;114,8023
Crno Brdo wind farm;11;Wind;2011;43,7078;16,0084
Trtar-Krtolin wind farm;11;Wind;2006;43,7531;15,9677
Aeolian-Dynamics Wind Park;11;Wind;2015;34,9278;33,483
Kosi wind farm;11;Wind;2012;34,9582;33,5148
Avedøre Offshore wind farm;11;Wind;2011;55,6023;12,4611
Bøvling wind farm;11;Wind;2009;56,4623;8,2394
Brorstrup wind farm;11;Wind;2010;56,7633;9,613
Hanstholm Havn wind farm;11;Wind;2018;57,1243;8,6053
Kyttrup wind farm;11;Wind;2010;56,2921;8,3057
Møgelvang wind farm;11;Wind;2017;56,4102;8,858
Øslev wind farm;11;Wind;2010;57,0287;9,2669
Quistrup wind farm;11;Wind;2012;56,4573;8,6246
Ryå-Vest wind farm;11;Wind;2005;57,2364;9,9405
Saltø wind farm;11;Wind;2017;55,219;11,6385
Skodsebølle wind farm;11;Wind;2018;54,7858;11,2415
Thorsminde wind farm;11;Wind;2018;56,1462;9,7537
Venner wind farm;11;Wind;2020;56,0228;8,3183
Blanches Fosses wind farm;11;Wind;2020;49,6784;4,0444
Clussais wind farm;11;Wind;2017;46,1856;-0,003
Coivert wind farm;11;Wind;2020;46,0682;-0,4681
Corpe wind farm;11;Wind;2010;46,504;-1,156
Eoloue wind farm;11;Wind;2013;48,256;0,131
Fermiers De Loue wind farm;11;Wind;2014;48,2566;0,1363
Flavin wind farm;11;Wind;2018;44,2952;2,6851
La Belleuse wind farm;11;Wind;2018;49,6997;2,1114
Les Pointes wind farm;11;Wind;2018;48,3219;2,0306
Limalonges wind farm;11;Wind;2020;46,1488;0,1688
Loups Grecourt wind farm;11;Wind;2010;49,7214;2,9256
Louveng wind farm;11;Wind;2018;50,2053;3,6304
Marcellois wind farm;11;Wind;2012;47,3474;4,6246
Massigny wind farm;11;Wind;2012;47,3896;4,5918
Plésidy wind farm;11;Wind;2020;48,42;-3,1232
Saint-Aubin Des Châteaux wind farm;11;Wind;2020;47,6757;-1,4961
Saint-Quentin Nord wind farm;11;Wind;2009;49,8855;3,2857
Saint-Simon Clastres wind farm;11;Wind;2004;49,7625;3,2202
Truc De L'Homme wind farm;11;Wind;2015;44,7639;3,1879
Vallée Des Grillons wind farm;11;Wind;2017;48,4247;3,4723
Ahorn-Buch wind farm;11;Wind;2017;49,5466;9,5747
Ahorn-Schillingstadt wind farm;11;Wind;2017;49,4832;9,5687
Albringhausen Alt wind farm;11;Wind;2001;52,7963;8,798
Amesdorf wind farm;11;Wind;2002;51,7642;11,6028
Appeln wind farm;11;Wind;2015;53,4565;8,921
Arzfeld wind farm;11;Wind;2018;50,1707;6,1985
Ausleben wind farm;11;Wind;1999;52,0895;11,114
Bad Bentheim wind farm;11;Wind;2018;52,3215;7,084
Bad Langensalza wind farm;11;Wind;2001;51,0387;10,6284
Bad Saulgau wind farm;11;Wind;2019;48,0203;9,5691
Beesenberg II wind farm;11;Wind;2021;53,3999;13,8343
Bernstadt wind farm;11;Wind;2003;51,0357;14,8262
Bratberg wind farm;11;Wind;2023;51,4685;9,2863
Dahle wind farm;11;Wind;2022;52,1942;9,5026
Drehnow wind farm;11;Wind;2005;51,8804;14,3598
Drochtersen Repowering wind farm;11;Wind;2016;53,6801;9,3589
Drochtersen wind farm;11;Wind;2016;53,6921;9,364
Ebenheim wind farm;11;Wind;2021;50,9623;10,524
Feistelberg wind farm;11;Wind;2019;49,5656;12,173
Glandorf wind farm;11;Wind;2016;52,1102;7,9798
Haltern Ennenberg wind farm;11;Wind;2022;51,737;7,1351
Harsum-Schellerten wind farm;11;Wind;2019;52,181;10,0244
Hemme wind farm;11;Wind;2022;54,2622;9,0138
Hettersroth wind farm;11;Wind;2005;50,3531;9,2808
Heubusch wind farm;11;Wind;2023;51,5298;8,8297
Jatzke wind farm;11;Wind;2003;53,6134;13,5428
Jülich Bourheim wind farm;11;Wind;2022;50,8909;6,3278
Jülich wind farm;11;Wind;2022;50,8904;6,3165
Jülicher Börde wind farm;11;Wind;2005;50,9307;6,2719
Kerkow-Welsow wind farm;11;Wind;2022;53,0592;13,9925
Kesdorf wind farm;11;Wind;2001;54,0536;10,6384
Kirchengel wind farm;11;Wind;2022;51,3017;10,925
Kletzke wind farm;11;Wind;2021;52,9852;12,0799
Lammersdorf wind farm;11;Wind;2002;50,6466;6,2805
Langen-Debstedt wind farm;11;Wind;2000;53,6333;8,6689
Lasbek wind farm;11;Wind;2004;53,7429;10,3994
Littdorf wind farm;11;Wind;2000;51,0628;13,1203
Markt Taschendorf wind farm;11;Wind;2022;49,708;10,5784
Meppen Helte wind farm;11;Wind;2000;52,6505;7,3632
Meppen Teglingen wind farm;11;Wind;2001;52,6441;7,3504
Mittelort wind farm;11;Wind;2001;53,2976;8,403
Mosel wind farm;11;Wind;2022;50,7947;12,4753
Neuenkirchen wind farm;11;Wind;2002;53,7857;8,9152
Nonnenholz (ABO) wind farm;11;Wind;2017;48,9415;10,2847
Ohne wind farm;11;Wind;2001;52,2696;7,2487
Proschim wind farm;11;Wind;2013;51,5442;14,1684
Raa-Besenbek wind farm;11;Wind;2022;53,7368;9,5951
Remmels wind farm;11;Wind;2022;54,1276;9,6379
Rheine wind farm;11;Wind;2002;52,2144;7,4233
Rosendahl wind farm;11;Wind;2007;52,0227;7,1647
Sachsendingen wind farm;11;Wind;2001;53,673;8,5893
Schlüchtern-Elm wind farm;11;Wind;2002;50,3814;9,5677
Schrepkow (Denker & Wulf) wind farm;11;Wind;2022;52,9817;12,0874
Sievern wind farm;11;Wind;2000;53,6361;8,6286
Stäbelow (Neag) wind farm;11;Wind;2019;54,1705;12,0815
Steyerberg wind farm;11;Wind;2003;52,6071;9,4025
Tanna-Seubtendorf wind farm;11;Wind;2004;50,4959;11,8158
Tiefenbach wind farm;11;Wind;2006;51,0374;13,2115
Voltlage-Höckel wind farm;11;Wind;2006;52,4634;7,7697
Wernikow wind farm;11;Wind;2001;53,2159;12,4418
Wertheim wind farm;11;Wind;2002;49,7305;9,6098
Wiemersdorf wind farm;11;Wind;2001;53,9565;9,9371
Wildau-Wentdorf wind farm;11;Wind;2002;51,8763;13,5324
Wilmersdorf wind farm;11;Wind;2002;53,1761;12,2706
Windenergie Norderhamme wind farm;11;Wind;2022;54,2976;9,203
Wohnste wind farm;11;Wind;2012;53,3716;9,507
Abelia Platanakia wind farm;11;Wind;2021;38,4291;23,4243
Alogomandria Mavrovouni wind farm;11;Wind;2009;38,544;23,1331
Dalamaki wind farm;11;Wind;2020;38,2091;23,1389
Monasteri wind farm;11;Wind;2004;41,2022;25,7819
Pouda wind farm;11;Wind;2020;38,5244;24,2214
Tsikna Prinia Prophetes Elias wind farm;11;Wind;2001;38,2951;24,1314
Tsoukka Kometou Kaphereos wind farm;11;Wind;1999;38,0468;24,5563
Vromosekia wind farm;11;Wind;2011;37,4629;23,4525
Burgula (Mytrah) II wind farm;11;Wind;2018;14,8221;78,2817
Chitradurga (NMDC) wind farm;11;Wind;2009;14,2331;76,4039
Pohara Baramsar wind farm;11;Wind;2010;27,0909;70,9762
Rathedi wind farm;11;Wind;2009;23,0001;76,1667
Dunneill wind farm;11;Wind;2010;54,2145;-8,8562
Greci (IVPC) wind farm;11;Wind;2008;41,2762;15,1901
Motta Montecorvino (E2I) wind farm;11;Wind;2001;41,9419;16,0128
Motta Montecorvino (ERG) wind farm;11;Wind;2001;41,5064;15,1151
Atsumi wind farm;11;Wind;2006;34,6391;137,0532
Choshi (Cosmo Eco Power) wind farm;11;Wind;2007;35,7412;140,7553
Kuju wind farm;11;Wind;2005;33,2774;131,069
Mameda wind farm;11;Wind;2003;41,1097;141,2806
Seto Windhill wind farm;11;Wind;2003;33,4364;132,2299
Blaakweg wind farm;11;Wind;2020;51,6956;4,1663
Lisewo wind farm;11;Wind;2005;54,7925;18,0835
Los Collados wind farm;11;Wind;2011;42,3364;-4,1084
Los Lances wind farm;11;Wind;1999;36,0139;-5,6069
Magallón 26 wind farm;11;Wind;2003;41,792;-1,419
Monte Marbán wind farm;11;Wind;1999;43,5179;-7,8822
Navas Del Marqués wind farm;11;Wind;2002;40,64;-4,38
Requeixo wind farm;11;Wind;2004;43,5168;-7,8813
Somolinos wind farm;11;Wind;2006;41,2822;-3,0885
Valdelacasa wind farm;11;Wind;2006;42,6411;-6,1054
Vera De Abote wind farm;11;Wind;2018;28,1524;-16,4802
Aapua wind farm;11;Wind;2005;66,8405;23,461
Anneberg wind farm;11;Wind;2018;58,1452;13,7959
Blekhem wind farm;11;Wind;2012;57,8399;16,3708
Högen wind farm;11;Wind;2021;58,1637;12,0118
Össjö Skog wind farm;11;Wind;2017;56,2483;13,0861
Råshön wind farm;11;Wind;2004;63,4912;14,1327
Södra Kärra wind farm;11;Wind;2012;58,754;15,0306
Arzu wind farm;11;Wind;2018;40,9331;35,5363
Gelibolu (Yelen) wind farm;11;Wind;2020;39,6351;26,4214
Meryem (Türkerler) wind farm;11;Wind;2020;40,1984;30,0643
Ortamandira wind farm;11;Wind;2015;39,6407;27,8118
Allt Dearg Wind Farmers LLP wind farm;11;Wind;2012;55,9334;-5,4774
Mynydd Gorddu wind farm;11;Wind;1998;52,4663;-3,971
Teiges wind farm;11;Wind;2018;54,3031;-7,3985
Hawi Renewable wind farm;11;Wind;2006;20,2515;-155,851
Lakota Ridge wind farm;11;Wind;1999;44,3874;-96,4292
Rosiere wind farm;11;Wind;1999;44,6697;-87,6273
Al Zanbaq solar farm;11;Solar;2016;30,1588;35,8151
Dhahran Solar Car Park;11;Solar;2013;26,3289;50,1068
Bannari Amman Spinning Mills Wind Power Project;11,2;Wind;2006;10,7474;77,4194
Kafeate wind farm;11,5;Wind;2006;-21,0331;164,7341
Ferguson wind farm;12;Wind;2021;-38,6109;143,1794
Windy Hill wind farm (Australia);12;Wind;2000;-17,5892;145,5314
Wonthaggi wind farm;12;Wind;2005;-38,6074;145,548
Höflein wind farm;12;Wind;2011;48,0554;16,7808
Maustrenk wind farm;12;Wind;2005;48,5505;16,7088
Moschkogel wind farm;12;Wind;2006;47,5657;15,7407
Parbasdorf wind farm;12;Wind;2016;48,2906;16,5793
Trautmannsdorf Nord wind farm;12;Wind;2016;48,0388;16,6445
Velm-Götzendorf wind farm;12;Wind;2004;48,5101;16,7903
Assenede wind farm;12;Wind;2016;51,2298;3,6917
Beaumont wind farm;12;Wind;2016;50,2376;4,2375
Bruges Pathoekeweg wind farm;12;Wind;2015;51,2631;3,2131
Diest-Bekkevoort wind farm;12;Wind;2011;50,9502;5,0522
Dinant Yvoir wind farm;12;Wind;2007;50,2912;4,9813
Eeklo wind farm;12;Wind;2018;51,1967;3,559
Gouvy wind farm;12;Wind;2011;50,1995;5,9352
Halen-Diest wind farm;12;Wind;2011;50,9468;5,0471
Perwez wind farm;12;Wind;2005;50,6122;4,7979
Kardam wind farm;12;Wind;2011;43,6483;27,5673
Krupen wind farm;12;Wind;2010;43,5594;28,2449
Lingan wind farm;12;Wind;2006;46,2471;-60,0516
Summerside wind farm;12;Wind;2009;46,4408;-63,7961
Henan Yexian Bao'An Distributed wind farm;12;Wind;2019;33,384;113,2423
Hubei Guangshui Longmen wind farm;12;Wind;2021;31,1531;112,8806
Jiangsu Xiangshui C1 wind farm;12;Wind;2015;34,5429;120,0921
Jilin Da'an Incremental Distribution Area Distributed wind farm;12;Wind;2021;45,5071;124,2926
Huaneng Yingkou Thermal Power Plant Distributed wind farm;12;Wind;2019;40,573;122,2003
Shanxi Wenxi Hougongxiang Distributed wind farm;12;Wind;2020;35,3956;111,5044
Tianjin Binhai New Area Dashentang wind farm;12;Wind;2010;39,2219;117,9793
Tianjin Ninghe Guzhen (State Power Investment Corporation) wind farm;12;Wind;2023;39,5399;117,8304
Zhejiang Zhoushan Changbai wind farm;12;Wind;2011;30,1932;122,0425
WESP 01 wind farm;12;Wind;2022;11,9917;-71,6769
Vientos Del Este wind farm;12;Wind;2016;10,5005;-84,9631
Jasenice wind farm;12;Wind;2019;44,2214;15,6638
Aalestrup wind farm;12;Wind;2011;56,6895;9,5275
Abildå wind farm;12;Wind;2013;56,1478;8,624
Ålborg wind farm;12;Wind;2002;57,0754;10,0365
Allestrupgård wind farm;12;Wind;2015;56,5742;10,0732
Ausumgaard wind farm;12;Wind;2012;56,4201;8,6084
Brande wind farm;12;Wind;2013;55,9754;9,1258
Gettrup wind farm;12;Wind;2008;56,7355;8,3731
Gilbjergvej wind farm;12;Wind;2012;55,6746;9,043
Højstrup wind farm;12;Wind;2013;57,3694;10,3256
Krogstrup wind farm;12;Wind;2013;56,8461;9,3841
Lindum wind farm;12;Wind;2013;56,7628;9,0375
Ovnbøl wind farm;12;Wind;2012;55,6923;8,5171
Videbæk Mose wind farm;12;Wind;2013;56,1126;8,6122
Summa wind farm;12;Wind;2010;60,5339;27,1324
Amélécourt wind farm;12;Wind;2008;48,846;6,4732
Anguilcourt-Le-Sart wind farm;12;Wind;2016;49,7116;3,4324
Apremont wind farm;12;Wind;2020;46,1948;5,6391
Arville wind farm;12;Wind;2017;48,1699;2,5515
Assigny wind farm;12;Wind;2006;49,9889;1,276
Aubigeon wind farm;12;Wind;2015;47,0376;1,9997
Aunis wind farm;12;Wind;2017;46,2403;-0,8632
Avesnes-Beauvoir wind farm;12;Wind;2011;49,4847;1,6253
Avesnes-En-Bray wind farm;12;Wind;2011;49,467;1,649
Ayssènes Le Truel wind farm;12;Wind;2008;44,09;2,73
Bajouve wind farm;12;Wind;2016;45,6835;2,6656
Bambesch wind farm;12;Wind;2007;49,1011;6,6193
Bassigny wind farm;12;Wind;2009;48,0169;5,4722
Baudignecourt wind farm;12;Wind;2011;48,5653;5,4588
Baudreville wind farm;12;Wind;2012;49,2962;-1,6273
Bazoches Les Gallerandes wind farm;12;Wind;2008;48,1499;2,0153
Bazougeais wind farm;12;Wind;2021;48,417;-1,5835
Beaucaire wind farm;12;Wind;2006;43,7778;4,6409
Beaufou wind farm;12;Wind;2007;46,808;-1,5523
Beaumont (Zephyr) wind farm;12;Wind;2014;47,5923;-1,4397
Beaumontel wind farm;12;Wind;2020;49,0953;0,7964
Beauregard wind farm;12;Wind;2006;48,8249;5,258
Bernay Saint Martin wind farm;12;Wind;2007;46,086;-0,6554
Bétheniville wind farm;12;Wind;2015;49,3171;4,3691
Biesles wind farm;12;Wind;2016;48,0967;5,3298
Blaiseron wind farm;12;Wind;2017;48,3426;5,0145
Bois Ballay wind farm;12;Wind;2011;46,9104;2,1581
Bois Brule wind farm;12;Wind;2011;46,0058;1,6459
Bois De Bajouve wind farm;12;Wind;2017;45,6837;2,7036
Bois De L'Arche wind farm;12;Wind;2006;48,2899;1,6437
Bois De Morval wind farm;12;Wind;2011;50,3507;1,9105
Bois Joli wind farm;12;Wind;2017;46,8836;-1,7885
Bois Louis wind farm;12;Wind;2006;47,9998;1,6089
Bois-Gautier wind farm;12;Wind;2020;47,6219;-1,1959
Bonneuil wind farm;12;Wind;2009;49,6884;2,2341
Bonneval wind farm;12;Wind;2006;48,1994;1,4185
Bornes De Cerqueux wind farm;12;Wind;2007;47,9744;1,6077
Bougainville wind farm;12;Wind;2005;49,8548;2,0341
Bouville wind farm;12;Wind;2008;48,2725;1,3757
Brachy wind farm;12;Wind;2007;49,811;0,9345
Breteuil-Esquennoy wind farm;12;Wind;2009;49,6452;2,2857
Brion-Mignaudières wind farm;12;Wind;2016;46,3471;0,4345
Buigny-Les-Gamaches wind farm;12;Wind;2013;50,0069;1,5697
Caen-Garcelles wind farm;12;Wind;2007;49,0987;-0,2987
Caix wind farm;12;Wind;2013;49,8025;2,629
Campbon wind farm;12;Wind;2009;47,4159;-2,0254
Campremy Bonvillers wind farm;12;Wind;2011;49,5637;2,3559
Canet wind farm;12;Wind;2012;43,2304;2,8252
Champ De La Grand Mère wind farm;12;Wind;2017;50,2207;2,3207
Champfleury wind farm;12;Wind;2005;48,6335;4,0553
Champs Perdus wind farm;12;Wind;2014;49,7605;2,5724
Chanveaux wind farm;12;Wind;2018;47,656;-1,1393
Chapelle D'Eole wind farm;12;Wind;2006;48,4154;4,0588
Chapelle-Gaudin wind farm;12;Wind;2008;46,9248;-0,3859
Charmont Clemec wind farm;12;Wind;2010;48,4955;4,4247
Charmount-Sous-Barbuise wind farm;12;Wind;2010;48,4477;4,1673
Chauché wind farm;12;Wind;2017;46,8312;-1,2214
Chaude Vallée wind farm;12;Wind;2012;49,8147;1,8319
Chemin Blanc wind farm;12;Wind;2011;49,6019;2,1476
Chemin De Tuleras wind farm;12;Wind;2006;48,66;1,44
Chicheboville wind farm;12;Wind;2006;49,1;-0,23
Cholletz wind farm;12;Wind;2015;49,6052;2,7491
Citoyen De La Jacterie wind farm;12;Wind;2016;47,1533;-0,8045
Clamecy wind farm;12;Wind;2013;47,4722;3,47
Clementine wind farm;12;Wind;2015;50,1047;2,4947
Combusins wind farm;12;Wind;2008;45,9582;0,1638
Confolentais wind farm;12;Wind;2015;45,9884;0,4275
Conquereuil wind farm;12;Wind;2018;47,6555;-1,7606
Conques wind farm;12;Wind;2005;43,5297;3,6217
Conteville wind farm;12;Wind;2018;49,6861;1,6188
Cossé Le Vivien wind farm;12;Wind;2015;47,9691;-0,9148
Courcelles Sur Aire wind farm;12;Wind;2008;48,9502;5,2496
Courgis wind farm;12;Wind;2014;47,7802;3,7297
Croisette wind farm;12;Wind;2015;50,3624;2,2777
Croix Blanche wind farm;12;Wind;2023;43,9854;1,1486
Croixrault wind farm;12;Wind;2008;49,7946;2,0064
Cruguel wind farm;12;Wind;2010;47,8725;-2,5586
Cruscades wind farm;12;Wind;2011;43,2002;2,8151
Cuq-Serviès wind farm;12;Wind;2009;43,6685;2,0613
Cuxac Cabardès wind farm;12;Wind;2006;43,399;2,2629
Cuxac D'Aude wind farm;12;Wind;2018;43,2656;3,0322
D'Ardouval wind farm;12;Wind;2013;49,7579;1,2725
Dammarie wind farm;12;Wind;2016;48,331;1,491
Dargies wind farm;12;Wind;2014;49,6988;1,9814
Dehlingen wind farm;12;Wind;2013;48,9828;7,1731
Demie Lieue wind farm;12;Wind;2011;49,6035;2,1186
Destry wind farm;12;Wind;2010;48,9367;6,5804
Dio Et Valquières wind farm;12;Wind;2006;43,6792;3,2171
Dizy / Obi wind farm;12;Wind;2015;49,642;3,9875
Douves Des Épinettes wind farm;12;Wind;2011;47,8794;-1,3337
Energie Dizy wind farm;12;Wind;2017;49,6275;3,9966
Energies De Longes Champs wind farm;12;Wind;2016;49,8841;0,9148
Eole Du Bocage wind farm;12;Wind;2017;46,9866;-0,5525
Eolteam wind farm;12;Wind;2006;48,8332;4,4143
Epinette wind farm;12;Wind;2014;50,5324;1,9609
Erize St Dizier wind farm;12;Wind;2008;48,825;5,2667
Escardes wind farm;12;Wind;2016;48,6731;3,4986
Falleron wind farm;12;Wind;2012;46,8402;-1,693
Fiennes wind farm;12;Wind;2009;50,8284;1,847
Fontaine Macon wind farm;12;Wind;2010;48,461;3,5241
Forge wind farm;12;Wind;2011;46,9104;2,1576
Francourville wind farm;12;Wind;2016;48,3915;1,6523
Frenouville wind farm;12;Wind;2009;49,1252;-0,2575
Fresnes En Saulnois wind farm;12;Wind;2008;48,8268;6,4565
Géry wind farm;12;Wind;2009;48,791;5,3067
Graincourt wind farm;12;Wind;2019;50,1387;3,0787
